Current learning rate: 0.1
Epoch: [0][  0/383]	Loss 1.9858 (1.9858)	Accuracy 11.719 (11.719)
Epoch: [356][220/383]	Loss 0.1763 (0.1931)	Accuracy 98.438 (95.447)
Epoch: [356][230/383]	Loss 0.2095 (0.1932)	Accuracy 95.312 (95.458)
Epoch: [356][240/383]	Loss 0.1631 (0.1926)	Accuracy 96.875 (95.468)
Epoch: [356][250/383]	Loss 0.1879 (0.1923)	Accuracy 95.312 (95.481)
Epoch: [356][260/383]	Loss 0.1294 (0.1920)	Accuracy 98.438 (95.498)
Epoch: [356][270/383]	Loss 0.2253 (0.1927)	Accuracy 94.531 (95.468)
Epoch: [356][280/383]	Loss 0.2135 (0.1928)	Accuracy 95.312 (95.454)
Epoch: [356][290/383]	Loss 0.1371 (0.1919)	Accuracy 97.656 (95.498)
Epoch: [356][300/383]	Loss 0.1857 (0.1919)	Accuracy 96.094 (95.479)
Epoch: [356][310/383]	Loss 0.2035 (0.1920)	Accuracy 93.750 (95.466)
Epoch: [356][320/383]	Loss 0.2096 (0.1925)	Accuracy 96.875 (95.451)
Epoch: [356][330/383]	Loss 0.1417 (0.1921)	Accuracy 97.656 (95.447)
Epoch: [356][340/383]	Loss 0.2937 (0.1923)	Accuracy 94.531 (95.448)
Epoch: [356][350/383]	Loss 0.1823 (0.1922)	Accuracy 95.312 (95.457)
Epoch: [356][360/383]	Loss 0.1628 (0.1926)	Accuracy 95.312 (95.449)
Epoch: [356][370/383]	Loss 0.1968 (0.1929)	Accuracy 94.531 (95.445)
Epoch: [356][380/383]	Loss 0.1692 (0.1924)	Accuracy 96.094 (95.462)
Test: [  0/164]	Loss 1.6562 (1.6562)	Accuracy 66.406 (66.406)
Test: [ 10/164]	Loss 0.9881 (1.2348)	Accuracy 82.031 (74.077)
Test: [ 20/164]	Loss 1.7631 (1.3104)	Accuracy 70.312 (72.693)
Test: [ 30/164]	Loss 0.9345 (1.2525)	Accuracy 75.781 (73.664)
Test: [ 40/164]	Loss 0.8782 (1.1275)	Accuracy 82.812 (76.410)
Test: [ 50/164]	Loss 0.2448 (1.0293)	Accuracy 94.531 (78.339)
Test: [ 60/164]	Loss 0.5508 (0.9294)	Accuracy 89.844 (80.546)
Test: [ 70/164]	Loss 0.2634 (0.8450)	Accuracy 95.312 (82.284)
Test: [ 80/164]	Loss 0.4898 (0.7939)	Accuracy 89.844 (83.285)
Test: [ 90/164]	Loss 0.6420 (0.7747)	Accuracy 85.938 (83.723)
Test: [100/164]	Loss 0.0158 (0.7232)	Accuracy 100.000 (84.785)
Test: [110/164]	Loss 0.0966 (0.6683)	Accuracy 98.438 (85.966)
Test: [120/164]	Loss 0.2011 (0.6295)	Accuracy 94.531 (86.790)
Test: [130/164]	Loss 0.2207 (0.5958)	Accuracy 97.656 (87.554)
Test: [140/164]	Loss 0.3302 (0.5682)	Accuracy 92.188 (88.137)
Test: [150/164]	Loss 0.3055 (0.5594)	Accuracy 90.625 (88.276)
Test: [160/164]	Loss 0.8601 (0.5629)	Accuracy 78.125 (88.136)
 * Accuracy 88.155
Current best accuracy: 88.28321838378906
124.23807883262634
Current learning rate: 0.00078125
Epoch: [357][  0/383]	Loss 0.2867 (0.2867)	Accuracy 93.750 (93.750)
Epoch: [357][ 10/383]	Loss 0.1229 (0.1996)	Accuracy 97.656 (95.952)
Epoch: [357][ 20/383]	Loss 0.2607 (0.2166)	Accuracy 92.969 (95.052)
Epoch: [357][ 30/383]	Loss 0.1001 (0.2045)	Accuracy 98.438 (95.262)
Epoch: [357][ 40/383]	Loss 0.2170 (0.2010)	Accuracy 93.750 (95.293)
Epoch: [357][ 50/383]	Loss 0.1934 (0.1967)	Accuracy 93.750 (95.374)
Epoch: [357][ 60/383]	Loss 0.1394 (0.1964)	Accuracy 96.094 (95.287)
Epoch: [357][ 70/383]	Loss 0.1669 (0.1983)	Accuracy 96.094 (95.235)
Epoch: [357][ 80/383]	Loss 0.2873 (0.1996)	Accuracy 92.969 (95.235)
Epoch: [357][ 90/383]	Loss 0.1806 (0.2022)	Accuracy 96.094 (95.132)
Epoch: [357][100/383]	Loss 0.2064 (0.2002)	Accuracy 94.531 (95.189)
Epoch: [357][110/383]	Loss 0.1758 (0.2006)	Accuracy 96.094 (95.200)
Epoch: [357][120/383]	Loss 0.1540 (0.1997)	Accuracy 95.312 (95.196)
Epoch: [357][130/383]	Loss 0.2608 (0.1992)	Accuracy 92.969 (95.241)
Epoch: [357][140/383]	Loss 0.2217 (0.1972)	Accuracy 96.094 (95.329)
Epoch: [357][150/383]	Loss 0.1370 (0.1967)	Accuracy 95.312 (95.380)
Epoch: [357][160/383]	Loss 0.1371 (0.1958)	Accuracy 98.438 (95.395)
Epoch: [357][170/383]	Loss 0.1634 (0.1948)	Accuracy 96.875 (95.436)
Epoch: [357][180/383]	Loss 0.2670 (0.1956)	Accuracy 94.531 (95.420)
Epoch: [357][190/383]	Loss 0.2623 (0.1956)	Accuracy 92.969 (95.419)
Epoch: [357][200/383]	Loss 0.1588 (0.1950)	Accuracy 97.656 (95.421)
Epoch: [357][210/383]	Loss 0.1290 (0.1952)	Accuracy 96.094 (95.446)
Epoch: [357][220/383]	Loss 0.2184 (0.1952)	Accuracy 94.531 (95.454)
Epoch: [357][230/383]	Loss 0.1879 (0.1944)	Accuracy 96.094 (95.502)
Epoch: [357][240/383]	Loss 0.2037 (0.1947)	Accuracy 93.750 (95.484)
Epoch: [357][250/383]	Loss 0.1712 (0.1949)	Accuracy 95.312 (95.477)
Epoch: [357][260/383]	Loss 0.1446 (0.1946)	Accuracy 97.656 (95.489)
Epoch: [357][270/383]	Loss 0.1925 (0.1935)	Accuracy 96.094 (95.511)
Epoch: [357][280/383]	Loss 0.2030 (0.1939)	Accuracy 94.531 (95.502)
Epoch: [357][290/383]	Loss 0.2569 (0.1940)	Accuracy 92.969 (95.484)
Epoch: [357][300/383]	Loss 0.2350 (0.1941)	Accuracy 94.531 (95.471)
Epoch: [357][310/383]	Loss 0.1790 (0.1947)	Accuracy 95.312 (95.446)
Epoch: [357][320/383]	Loss 0.2373 (0.1943)	Accuracy 95.312 (95.456)
Epoch: [357][330/383]	Loss 0.1115 (0.1944)	Accuracy 98.438 (95.445)
Epoch: [357][340/383]	Loss 0.1365 (0.1932)	Accuracy 96.094 (95.487)
Epoch: [357][350/383]	Loss 0.1800 (0.1930)	Accuracy 96.094 (95.504)
Epoch: [357][360/383]	Loss 0.1855 (0.1932)	Accuracy 95.312 (95.496)
Epoch: [357][370/383]	Loss 0.1467 (0.1934)	Accuracy 96.094 (95.491)
Epoch: [357][380/383]	Loss 0.1686 (0.1931)	Accuracy 96.875 (95.511)
Test: [  0/164]	Loss 1.5677 (1.5677)	Accuracy 69.531 (69.531)
Test: [ 10/164]	Loss 0.9039 (1.1535)	Accuracy 81.250 (75.781)
Test: [ 20/164]	Loss 1.6296 (1.2197)	Accuracy 69.531 (74.219)
Test: [ 30/164]	Loss 1.0369 (1.2023)	Accuracy 75.000 (74.647)
Test: [ 40/164]	Loss 0.9799 (1.1030)	Accuracy 82.031 (77.020)
Test: [ 50/164]	Loss 0.2348 (1.0148)	Accuracy 95.312 (78.738)
Test: [ 60/164]	Loss 0.5147 (0.9171)	Accuracy 92.188 (80.917)
Test: [ 70/164]	Loss 0.2745 (0.8355)	Accuracy 93.750 (82.592)
Test: [ 80/164]	Loss 0.5309 (0.7853)	Accuracy 89.062 (83.652)
Test: [ 90/164]	Loss 0.5959 (0.7667)	Accuracy 85.938 (84.066)
Test: [100/164]	Loss 0.0202 (0.7158)	Accuracy 99.219 (85.110)
Test: [110/164]	Loss 0.1092 (0.6609)	Accuracy 98.438 (86.282)
Test: [120/164]	Loss 0.2171 (0.6229)	Accuracy 94.531 (87.067)
Test: [130/164]	Loss 0.2241 (0.5903)	Accuracy 97.656 (87.810)
Test: [140/164]	Loss 0.3154 (0.5647)	Accuracy 92.188 (88.337)
Test: [150/164]	Loss 0.3447 (0.5577)	Accuracy 90.625 (88.436)
Test: [160/164]	Loss 0.7807 (0.5597)	Accuracy 81.250 (88.339)
 * Accuracy 88.364
Current best accuracy: 88.36422729492188
128.5205581188202
Current learning rate: 0.00078125
Epoch: [358][  0/383]	Loss 0.1975 (0.1975)	Accuracy 94.531 (94.531)
Epoch: [358][ 10/383]	Loss 0.2068 (0.1938)	Accuracy 95.312 (95.170)
Epoch: [358][ 20/383]	Loss 0.1938 (0.1997)	Accuracy 93.750 (95.238)
Epoch: [358][ 30/383]	Loss 0.2906 (0.2008)	Accuracy 93.750 (95.287)
Epoch: [358][ 40/383]	Loss 0.2816 (0.2005)	Accuracy 93.750 (95.312)
Epoch: [358][ 50/383]	Loss 0.1001 (0.1949)	Accuracy 99.219 (95.420)
Epoch: [358][ 60/383]	Loss 0.1887 (0.1956)	Accuracy 95.312 (95.402)
Epoch: [358][ 70/383]	Loss 0.1603 (0.1945)	Accuracy 96.875 (95.511)
Epoch: [358][ 80/383]	Loss 0.1806 (0.1933)	Accuracy 93.750 (95.496)
Epoch: [358][ 90/383]	Loss 0.1957 (0.1936)	Accuracy 93.750 (95.501)
Epoch: [358][100/383]	Loss 0.2026 (0.1911)	Accuracy 93.750 (95.614)
Epoch: [358][110/383]	Loss 0.1651 (0.1926)	Accuracy 96.875 (95.552)
Epoch: [358][120/383]	Loss 0.2856 (0.1939)	Accuracy 92.969 (95.519)
Epoch: [358][130/383]	Loss 0.2556 (0.1942)	Accuracy 92.969 (95.497)
Epoch: [358][140/383]	Loss 0.1723 (0.1940)	Accuracy 96.094 (95.484)
Epoch: [358][150/383]	Loss 0.1336 (0.1922)	Accuracy 99.219 (95.613)
Epoch: [358][160/383]	Loss 0.1303 (0.1936)	Accuracy 96.094 (95.507)
Epoch: [358][170/383]	Loss 0.2063 (0.1927)	Accuracy 95.312 (95.532)
Epoch: [358][180/383]	Loss 0.2424 (0.1920)	Accuracy 93.750 (95.559)
Epoch: [358][190/383]	Loss 0.2054 (0.1925)	Accuracy 94.531 (95.509)
Epoch: [358][200/383]	Loss 0.1719 (0.1927)	Accuracy 94.531 (95.484)
Epoch: [358][210/383]	Loss 0.3071 (0.1932)	Accuracy 95.312 (95.483)
Epoch: [358][220/383]	Loss 0.1642 (0.1924)	Accuracy 96.875 (95.493)
Epoch: [358][230/383]	Loss 0.2200 (0.1920)	Accuracy 96.094 (95.515)
Epoch: [358][240/383]	Loss 0.1619 (0.1919)	Accuracy 96.875 (95.513)
Epoch: [358][250/383]	Loss 0.1552 (0.1918)	Accuracy 96.875 (95.512)
Epoch: [358][260/383]	Loss 0.2195 (0.1923)	Accuracy 93.750 (95.489)
Epoch: [358][270/383]	Loss 0.1726 (0.1922)	Accuracy 95.312 (95.494)
Epoch: [358][280/383]	Loss 0.1727 (0.1922)	Accuracy 96.094 (95.502)
Epoch: [358][290/383]	Loss 0.1471 (0.1922)	Accuracy 95.312 (95.533)
Epoch: [358][300/383]	Loss 0.2216 (0.1926)	Accuracy 93.750 (95.520)
Epoch: [358][310/383]	Loss 0.1614 (0.1933)	Accuracy 96.875 (95.521)
Epoch: [358][320/383]	Loss 0.2986 (0.1941)	Accuracy 91.406 (95.497)
Epoch: [358][330/383]	Loss 0.2426 (0.1944)	Accuracy 92.969 (95.501)
Epoch: [358][340/383]	Loss 0.2374 (0.1946)	Accuracy 92.969 (95.477)
Epoch: [358][350/383]	Loss 0.1821 (0.1946)	Accuracy 96.875 (95.473)
Epoch: [358][360/383]	Loss 0.1459 (0.1945)	Accuracy 96.875 (95.483)
Epoch: [358][370/383]	Loss 0.2374 (0.1947)	Accuracy 96.094 (95.473)
Epoch: [358][380/383]	Loss 0.2406 (0.1946)	Accuracy 92.969 (95.470)
Test: [  0/164]	Loss 1.5930 (1.5930)	Accuracy 68.750 (68.750)
Test: [ 10/164]	Loss 1.0192 (1.2134)	Accuracy 81.250 (74.787)
Test: [ 20/164]	Loss 1.7335 (1.2901)	Accuracy 69.531 (73.251)
Test: [ 30/164]	Loss 0.8651 (1.2313)	Accuracy 81.250 (74.370)
Test: [ 40/164]	Loss 0.8364 (1.1051)	Accuracy 83.594 (77.096)
Test: [ 50/164]	Loss 0.2538 (1.0104)	Accuracy 93.750 (78.937)
Test: [ 60/164]	Loss 0.5286 (0.9133)	Accuracy 90.625 (81.007)
Test: [ 70/164]	Loss 0.2828 (0.8332)	Accuracy 92.969 (82.658)
Test: [ 80/164]	Loss 0.5076 (0.7862)	Accuracy 89.062 (83.613)
Test: [ 90/164]	Loss 0.6754 (0.7712)	Accuracy 85.156 (83.954)
Test: [100/164]	Loss 0.0275 (0.7215)	Accuracy 98.438 (84.940)
Test: [110/164]	Loss 0.1181 (0.6680)	Accuracy 98.438 (86.099)
Test: [120/164]	Loss 0.2069 (0.6300)	Accuracy 95.312 (86.912)
Test: [130/164]	Loss 0.2203 (0.5960)	Accuracy 97.656 (87.649)
Test: [140/164]	Loss 0.3285 (0.5684)	Accuracy 91.406 (88.226)
Test: [150/164]	Loss 0.3516 (0.5616)	Accuracy 89.062 (88.323)
Test: [160/164]	Loss 0.7726 (0.5641)	Accuracy 80.469 (88.199)
 * Accuracy 88.226
Current best accuracy: 88.36422729492188
125.59838604927063
Current learning rate: 0.00078125
Epoch: [359][  0/383]	Loss 0.1655 (0.1655)	Accuracy 95.312 (95.312)
Epoch: [359][ 10/383]	Loss 0.2114 (0.2032)	Accuracy 96.094 (95.739)
Epoch: [359][ 20/383]	Loss 0.1816 (0.1949)	Accuracy 95.312 (95.461)
Epoch: [359][ 30/383]	Loss 0.1276 (0.1961)	Accuracy 97.656 (95.439)
Epoch: [359][ 40/383]	Loss 0.2016 (0.2001)	Accuracy 94.531 (95.293)
Epoch: [359][ 50/383]	Loss 0.2124 (0.2019)	Accuracy 94.531 (95.221)
Epoch: [359][ 60/383]	Loss 0.1511 (0.1986)	Accuracy 96.094 (95.351)
Epoch: [359][ 70/383]	Loss 0.1263 (0.1952)	Accuracy 98.438 (95.555)
Epoch: [359][ 80/383]	Loss 0.1855 (0.1947)	Accuracy 93.750 (95.467)
Epoch: [359][ 90/383]	Loss 0.1366 (0.1936)	Accuracy 96.875 (95.484)
Epoch: [359][100/383]	Loss 0.1433 (0.1919)	Accuracy 97.656 (95.568)
Epoch: [359][110/383]	Loss 0.1997 (0.1925)	Accuracy 93.750 (95.524)
Epoch: [359][120/383]	Loss 0.2035 (0.1931)	Accuracy 93.750 (95.480)
Epoch: [359][130/383]	Loss 0.1699 (0.1932)	Accuracy 96.094 (95.485)
Epoch: [359][140/383]	Loss 0.1701 (0.1932)	Accuracy 95.312 (95.495)
Epoch: [359][150/383]	Loss 0.2233 (0.1941)	Accuracy 93.750 (95.426)
Epoch: [359][160/383]	Loss 0.2106 (0.1926)	Accuracy 95.312 (95.473)
Epoch: [359][170/383]	Loss 0.2201 (0.1924)	Accuracy 93.750 (95.500)
Epoch: [359][180/383]	Loss 0.2829 (0.1930)	Accuracy 92.188 (95.502)
Epoch: [359][190/383]	Loss 0.2266 (0.1927)	Accuracy 93.750 (95.513)
Epoch: [359][200/383]	Loss 0.1875 (0.1938)	Accuracy 95.312 (95.449)
Epoch: [359][210/383]	Loss 0.2135 (0.1930)	Accuracy 92.969 (95.450)
Epoch: [359][220/383]	Loss 0.2238 (0.1925)	Accuracy 93.750 (95.447)
Epoch: [359][230/383]	Loss 0.1759 (0.1921)	Accuracy 96.094 (95.455)
Epoch: [359][240/383]	Loss 0.1586 (0.1920)	Accuracy 98.438 (95.478)
Epoch: [359][250/383]	Loss 0.2718 (0.1916)	Accuracy 93.750 (95.505)
Epoch: [359][260/383]	Loss 0.1476 (0.1912)	Accuracy 96.875 (95.531)
Epoch: [359][270/383]	Loss 0.2133 (0.1912)	Accuracy 95.312 (95.532)
Epoch: [359][280/383]	Loss 0.1915 (0.1906)	Accuracy 96.094 (95.565)
Epoch: [359][290/383]	Loss 0.1679 (0.1908)	Accuracy 96.875 (95.581)
Epoch: [359][300/383]	Loss 0.1632 (0.1901)	Accuracy 96.094 (95.606)
Epoch: [359][310/383]	Loss 0.2026 (0.1904)	Accuracy 95.312 (95.594)
Epoch: [359][320/383]	Loss 0.2565 (0.1915)	Accuracy 93.750 (95.556)
Epoch: [359][330/383]	Loss 0.1631 (0.1921)	Accuracy 98.438 (95.534)
Epoch: [359][340/383]	Loss 0.1387 (0.1920)	Accuracy 98.438 (95.546)
Epoch: [359][350/383]	Loss 0.2383 (0.1924)	Accuracy 93.750 (95.531)
Epoch: [359][360/383]	Loss 0.1338 (0.1922)	Accuracy 96.094 (95.548)
Epoch: [359][370/383]	Loss 0.2235 (0.1920)	Accuracy 94.531 (95.557)
Epoch: [359][380/383]	Loss 0.1750 (0.1918)	Accuracy 95.312 (95.569)
Test: [  0/164]	Loss 1.5947 (1.5947)	Accuracy 70.312 (70.312)
Test: [ 10/164]	Loss 0.9365 (1.1891)	Accuracy 82.812 (75.142)
Test: [ 20/164]	Loss 1.7358 (1.2654)	Accuracy 69.531 (73.512)
Test: [ 30/164]	Loss 0.9616 (1.2145)	Accuracy 76.562 (74.420)
Test: [ 40/164]	Loss 0.8716 (1.0999)	Accuracy 83.594 (76.963)
Test: [ 50/164]	Loss 0.2289 (1.0039)	Accuracy 94.531 (78.876)
Test: [ 60/164]	Loss 0.5045 (0.9064)	Accuracy 91.406 (80.994)
Test: [ 70/164]	Loss 0.2699 (0.8254)	Accuracy 93.750 (82.658)
Test: [ 80/164]	Loss 0.5583 (0.7797)	Accuracy 86.719 (83.584)
Test: [ 90/164]	Loss 0.7032 (0.7698)	Accuracy 84.375 (83.834)
Test: [100/164]	Loss 0.0193 (0.7217)	Accuracy 99.219 (84.808)
Test: [110/164]	Loss 0.1406 (0.6678)	Accuracy 98.438 (85.959)
Test: [120/164]	Loss 0.2403 (0.6301)	Accuracy 94.531 (86.764)
Test: [130/164]	Loss 0.2345 (0.5969)	Accuracy 97.656 (87.512)
Test: [140/164]	Loss 0.3092 (0.5694)	Accuracy 92.188 (88.087)
Test: [150/164]	Loss 0.3347 (0.5615)	Accuracy 89.844 (88.193)
Test: [160/164]	Loss 0.8226 (0.5647)	Accuracy 78.906 (88.116)
 * Accuracy 88.164
Current best accuracy: 88.36422729492188
124.54629111289978
Current learning rate: 0.00078125
Epoch: [360][  0/383]	Loss 0.1516 (0.1516)	Accuracy 96.094 (96.094)
Epoch: [360][ 10/383]	Loss 0.1603 (0.1885)	Accuracy 96.875 (96.165)
Epoch: [360][ 20/383]	Loss 0.2402 (0.1965)	Accuracy 96.094 (95.722)
Epoch: [360][ 30/383]	Loss 0.2573 (0.2022)	Accuracy 92.969 (95.388)
Epoch: [360][ 40/383]	Loss 0.2156 (0.2054)	Accuracy 95.312 (95.293)
Epoch: [360][ 50/383]	Loss 0.1336 (0.2059)	Accuracy 96.875 (95.297)
Epoch: [360][ 60/383]	Loss 0.2063 (0.2062)	Accuracy 93.750 (95.223)
Epoch: [360][ 70/383]	Loss 0.2224 (0.2050)	Accuracy 96.094 (95.335)
Epoch: [360][ 80/383]	Loss 0.1645 (0.2007)	Accuracy 96.875 (95.370)
Epoch: [360][ 90/383]	Loss 0.2625 (0.2009)	Accuracy 91.406 (95.312)
Epoch: [360][100/383]	Loss 0.1262 (0.1995)	Accuracy 97.656 (95.351)
Epoch: [360][110/383]	Loss 0.1771 (0.1995)	Accuracy 96.875 (95.334)
Epoch: [360][120/383]	Loss 0.1479 (0.1983)	Accuracy 96.875 (95.390)
Epoch: [360][130/383]	Loss 0.1498 (0.1985)	Accuracy 98.438 (95.390)
Epoch: [360][140/383]	Loss 0.1632 (0.1972)	Accuracy 96.094 (95.423)
Epoch: [360][150/383]	Loss 0.1948 (0.1952)	Accuracy 94.531 (95.504)
Epoch: [360][160/383]	Loss 0.1704 (0.1964)	Accuracy 95.312 (95.414)
Epoch: [360][170/383]	Loss 0.1627 (0.1969)	Accuracy 96.094 (95.427)
Epoch: [360][180/383]	Loss 0.1815 (0.1975)	Accuracy 96.875 (95.390)
Epoch: [360][190/383]	Loss 0.2371 (0.1976)	Accuracy 92.969 (95.394)
Epoch: [360][200/383]	Loss 0.1874 (0.1970)	Accuracy 96.875 (95.410)
Epoch: [360][210/383]	Loss 0.1516 (0.1967)	Accuracy 97.656 (95.424)
Epoch: [360][220/383]	Loss 0.1730 (0.1960)	Accuracy 94.531 (95.422)
Epoch: [360][230/383]	Loss 0.2395 (0.1954)	Accuracy 94.531 (95.444)
Epoch: [360][240/383]	Loss 0.1138 (0.1945)	Accuracy 96.875 (95.488)
Epoch: [360][250/383]	Loss 0.1433 (0.1940)	Accuracy 97.656 (95.490)
Epoch: [360][260/383]	Loss 0.1730 (0.1937)	Accuracy 94.531 (95.501)
Epoch: [360][270/383]	Loss 0.1211 (0.1937)	Accuracy 98.438 (95.494)
Epoch: [360][280/383]	Loss 0.2286 (0.1938)	Accuracy 93.750 (95.496)
Epoch: [360][290/383]	Loss 0.1912 (0.1942)	Accuracy 96.094 (95.506)
Epoch: [360][300/383]	Loss 0.2075 (0.1951)	Accuracy 96.875 (95.476)
Epoch: [360][310/383]	Loss 0.1181 (0.1943)	Accuracy 98.438 (95.506)
Epoch: [360][320/383]	Loss 0.2522 (0.1939)	Accuracy 92.188 (95.524)
Epoch: [360][330/383]	Loss 0.2209 (0.1937)	Accuracy 92.969 (95.525)
Epoch: [360][340/383]	Loss 0.1681 (0.1934)	Accuracy 94.531 (95.526)
Epoch: [360][350/383]	Loss 0.1777 (0.1934)	Accuracy 98.438 (95.551)
Epoch: [360][360/383]	Loss 0.1454 (0.1932)	Accuracy 96.875 (95.574)
Epoch: [360][370/383]	Loss 0.1820 (0.1941)	Accuracy 95.312 (95.553)
Epoch: [360][380/383]	Loss 0.1773 (0.1941)	Accuracy 96.875 (95.546)
Test: [  0/164]	Loss 1.5074 (1.5074)	Accuracy 67.188 (67.188)
Test: [ 10/164]	Loss 0.8666 (1.1222)	Accuracy 82.031 (75.284)
Test: [ 20/164]	Loss 1.6384 (1.1940)	Accuracy 71.094 (74.107)
Test: [ 30/164]	Loss 1.0151 (1.1656)	Accuracy 75.000 (74.824)
Test: [ 40/164]	Loss 0.8680 (1.0587)	Accuracy 84.375 (77.420)
Test: [ 50/164]	Loss 0.2258 (0.9742)	Accuracy 92.969 (79.121)
Test: [ 60/164]	Loss 0.5251 (0.8810)	Accuracy 88.281 (81.212)
Test: [ 70/164]	Loss 0.3177 (0.8044)	Accuracy 92.188 (82.779)
Test: [ 80/164]	Loss 0.5730 (0.7682)	Accuracy 89.844 (83.517)
Test: [ 90/164]	Loss 0.7208 (0.7641)	Accuracy 83.594 (83.688)
Test: [100/164]	Loss 0.0220 (0.7165)	Accuracy 99.219 (84.700)
Test: [110/164]	Loss 0.1066 (0.6615)	Accuracy 98.438 (85.909)
Test: [120/164]	Loss 0.2056 (0.6232)	Accuracy 95.312 (86.757)
Test: [130/164]	Loss 0.2496 (0.5907)	Accuracy 95.312 (87.470)
Test: [140/164]	Loss 0.3053 (0.5642)	Accuracy 91.406 (88.037)
Test: [150/164]	Loss 0.3328 (0.5556)	Accuracy 89.844 (88.157)
Test: [160/164]	Loss 0.7858 (0.5581)	Accuracy 79.688 (88.073)
 * Accuracy 88.112
Current best accuracy: 88.36422729492188
124.601402759552
Current learning rate: 0.00078125
Epoch: [361][  0/383]	Loss 0.1755 (0.1755)	Accuracy 95.312 (95.312)
Epoch: [361][ 10/383]	Loss 0.1959 (0.2149)	Accuracy 96.094 (94.247)
Epoch: [361][ 20/383]	Loss 0.1951 (0.2022)	Accuracy 92.969 (94.978)
Epoch: [361][ 30/383]	Loss 0.1901 (0.2028)	Accuracy 95.312 (95.237)
Epoch: [361][ 40/383]	Loss 0.2547 (0.2022)	Accuracy 93.750 (95.198)
Epoch: [361][ 50/383]	Loss 0.1668 (0.2030)	Accuracy 97.656 (95.236)
Epoch: [361][ 60/383]	Loss 0.1319 (0.2004)	Accuracy 95.312 (95.300)
Epoch: [361][ 70/383]	Loss 0.1728 (0.2024)	Accuracy 97.656 (95.379)
Epoch: [361][ 80/383]	Loss 0.3247 (0.2002)	Accuracy 90.625 (95.370)
Epoch: [361][ 90/383]	Loss 0.2334 (0.2001)	Accuracy 95.312 (95.381)
Epoch: [361][100/383]	Loss 0.1682 (0.1996)	Accuracy 96.875 (95.359)
Epoch: [361][110/383]	Loss 0.2058 (0.1984)	Accuracy 93.750 (95.439)
Epoch: [361][120/383]	Loss 0.2153 (0.1974)	Accuracy 95.312 (95.474)
Epoch: [361][130/383]	Loss 0.2266 (0.1984)	Accuracy 94.531 (95.426)
Epoch: [361][140/383]	Loss 0.1695 (0.1967)	Accuracy 96.094 (95.495)
Epoch: [361][150/383]	Loss 0.1426 (0.1945)	Accuracy 96.875 (95.556)
Epoch: [361][160/383]	Loss 0.2446 (0.1955)	Accuracy 95.312 (95.531)
Epoch: [361][170/383]	Loss 0.2687 (0.1967)	Accuracy 92.188 (95.482)
Epoch: [361][180/383]	Loss 0.1539 (0.1972)	Accuracy 97.656 (95.459)
Epoch: [361][190/383]	Loss 0.1735 (0.1981)	Accuracy 95.312 (95.411)
Epoch: [361][200/383]	Loss 0.1369 (0.1975)	Accuracy 96.094 (95.449)
Epoch: [361][210/383]	Loss 0.1918 (0.1973)	Accuracy 96.875 (95.442)
Epoch: [361][220/383]	Loss 0.1701 (0.1956)	Accuracy 96.094 (95.486)
Epoch: [361][230/383]	Loss 0.2251 (0.1957)	Accuracy 94.531 (95.499)
Epoch: [361][240/383]	Loss 0.2138 (0.1959)	Accuracy 93.750 (95.481)
Epoch: [361][250/383]	Loss 0.1389 (0.1956)	Accuracy 96.094 (95.490)
Epoch: [361][260/383]	Loss 0.1884 (0.1960)	Accuracy 95.312 (95.465)
Epoch: [361][270/383]	Loss 0.2015 (0.1968)	Accuracy 95.312 (95.436)
Epoch: [361][280/383]	Loss 0.1759 (0.1961)	Accuracy 96.094 (95.452)
Epoch: [361][290/383]	Loss 0.2659 (0.1956)	Accuracy 92.969 (95.471)
Epoch: [361][300/383]	Loss 0.1927 (0.1954)	Accuracy 96.094 (95.481)
Epoch: [361][310/383]	Loss 0.1899 (0.1951)	Accuracy 96.094 (95.493)
Epoch: [361][320/383]	Loss 0.1822 (0.1956)	Accuracy 96.094 (95.480)
Epoch: [361][330/383]	Loss 0.1945 (0.1962)	Accuracy 96.094 (95.466)
Epoch: [361][340/383]	Loss 0.3424 (0.1966)	Accuracy 93.750 (95.473)
Epoch: [361][350/383]	Loss 0.2279 (0.1965)	Accuracy 94.531 (95.479)
Epoch: [361][360/383]	Loss 0.1641 (0.1970)	Accuracy 96.094 (95.457)
Epoch: [361][370/383]	Loss 0.2475 (0.1969)	Accuracy 92.969 (95.462)
Epoch: [361][380/383]	Loss 0.1807 (0.1967)	Accuracy 94.531 (95.454)
Test: [  0/164]	Loss 1.4923 (1.4923)	Accuracy 66.406 (66.406)
Test: [ 10/164]	Loss 0.7994 (1.1192)	Accuracy 83.594 (74.929)
Test: [ 20/164]	Loss 1.6347 (1.1751)	Accuracy 70.312 (74.368)
Test: [ 30/164]	Loss 0.9554 (1.1369)	Accuracy 75.000 (75.353)
Test: [ 40/164]	Loss 0.8194 (1.0269)	Accuracy 85.156 (77.934)
Test: [ 50/164]	Loss 0.2510 (0.9463)	Accuracy 92.969 (79.611)
Test: [ 60/164]	Loss 0.5530 (0.8655)	Accuracy 88.281 (81.506)
Test: [ 70/164]	Loss 0.2877 (0.7949)	Accuracy 93.750 (83.077)
Test: [ 80/164]	Loss 0.5169 (0.7548)	Accuracy 89.062 (83.922)
Test: [ 90/164]	Loss 0.6965 (0.7482)	Accuracy 84.375 (84.117)
Test: [100/164]	Loss 0.0263 (0.7021)	Accuracy 99.219 (85.079)
