Epoch: [0][ 0/96]	Loss 2.0977 (2.0977)	Accuracy 16.406 (16.406)
Test: [20/24]	Loss 0.6615 (0.6809)	Accuracy 79.688 (76.935)
 * Accuracy 76.923
Epoch: [71][ 0/96]	Loss 0.9777 (0.9777)	Accuracy 70.312 (70.312)
Epoch: [71][10/96]	Loss 0.8030 (0.8719)	Accuracy 77.344 (71.520)
Epoch: [71][20/96]	Loss 1.0080 (0.8886)	Accuracy 64.062 (70.387)
Epoch: [71][30/96]	Loss 0.8715 (0.8853)	Accuracy 72.656 (70.741)
Epoch: [71][40/96]	Loss 0.7159 (0.8765)	Accuracy 75.781 (70.541)
Epoch: [71][50/96]	Loss 0.9518 (0.8739)	Accuracy 69.531 (70.527)
Epoch: [71][60/96]	Loss 0.9289 (0.8741)	Accuracy 70.312 (70.300)
Epoch: [71][70/96]	Loss 0.8865 (0.8749)	Accuracy 72.656 (70.301)
Epoch: [71][80/96]	Loss 1.0716 (0.8797)	Accuracy 65.625 (70.100)
Epoch: [71][90/96]	Loss 0.8447 (0.8784)	Accuracy 71.875 (70.132)
Test: [ 0/24]	Loss 0.7757 (0.7757)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.4179 (0.6539)	Accuracy 89.844 (78.338)
Test: [20/24]	Loss 0.6572 (0.6811)	Accuracy 79.688 (77.307)
 * Accuracy 77.282
Epoch: [72][ 0/96]	Loss 1.0579 (1.0579)	Accuracy 64.062 (64.062)
Epoch: [72][10/96]	Loss 0.8462 (0.9135)	Accuracy 71.875 (69.318)
Epoch: [72][20/96]	Loss 0.7736 (0.9055)	Accuracy 74.219 (69.829)
Epoch: [72][30/96]	Loss 1.1134 (0.9080)	Accuracy 61.719 (69.632)
Epoch: [72][40/96]	Loss 0.8574 (0.8947)	Accuracy 73.438 (69.989)
Epoch: [72][50/96]	Loss 0.8050 (0.8918)	Accuracy 70.312 (69.838)
Epoch: [72][60/96]	Loss 0.7431 (0.8837)	Accuracy 73.438 (69.915)
Epoch: [72][70/96]	Loss 0.9016 (0.8770)	Accuracy 68.750 (70.081)
Epoch: [72][80/96]	Loss 0.8784 (0.8763)	Accuracy 68.750 (70.071)
Epoch: [72][90/96]	Loss 0.9002 (0.8750)	Accuracy 65.625 (70.201)
Test: [ 0/24]	Loss 0.7681 (0.7681)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.3783 (0.6373)	Accuracy 90.625 (78.835)
Test: [20/24]	Loss 0.6957 (0.6700)	Accuracy 78.906 (77.455)
 * Accuracy 77.119
Epoch: [73][ 0/96]	Loss 0.8465 (0.8465)	Accuracy 74.219 (74.219)
Epoch: [73][10/96]	Loss 0.9335 (0.8631)	Accuracy 64.844 (70.170)
Epoch: [73][20/96]	Loss 1.0236 (0.8623)	Accuracy 64.062 (70.908)
Epoch: [73][30/96]	Loss 0.8397 (0.8682)	Accuracy 71.094 (70.565)
Epoch: [73][40/96]	Loss 0.7909 (0.8660)	Accuracy 73.438 (70.655)
Epoch: [73][50/96]	Loss 0.9714 (0.8641)	Accuracy 67.188 (70.803)
Epoch: [73][60/96]	Loss 0.9240 (0.8666)	Accuracy 69.531 (70.684)
Epoch: [73][70/96]	Loss 0.8877 (0.8705)	Accuracy 72.656 (70.467)
Epoch: [73][80/96]	Loss 0.9482 (0.8807)	Accuracy 63.281 (70.091)
Epoch: [73][90/96]	Loss 0.9569 (0.8808)	Accuracy 67.969 (69.995)
Test: [ 0/24]	Loss 0.7736 (0.7736)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.4022 (0.6445)	Accuracy 90.625 (78.480)
Test: [20/24]	Loss 0.6685 (0.6783)	Accuracy 79.688 (77.232)
 * Accuracy 77.086
Epoch: [74][ 0/96]	Loss 0.8138 (0.8138)	Accuracy 72.656 (72.656)
Epoch: [74][10/96]	Loss 0.9356 (0.8844)	Accuracy 71.875 (69.744)
Epoch: [74][20/96]	Loss 1.0760 (0.8809)	Accuracy 66.406 (70.424)
Epoch: [74][30/96]	Loss 0.8189 (0.8877)	Accuracy 71.875 (69.859)
Epoch: [74][40/96]	Loss 0.9275 (0.8778)	Accuracy 69.531 (70.103)
Epoch: [74][50/96]	Loss 0.9931 (0.8793)	Accuracy 63.281 (70.098)
Epoch: [74][60/96]	Loss 0.9083 (0.8799)	Accuracy 69.531 (69.903)
Epoch: [74][70/96]	Loss 0.7848 (0.8842)	Accuracy 75.781 (69.663)
Epoch: [74][80/96]	Loss 0.9274 (0.8844)	Accuracy 69.531 (69.859)
Epoch: [74][90/96]	Loss 0.9243 (0.8838)	Accuracy 71.875 (69.866)
Test: [ 0/24]	Loss 0.7685 (0.7685)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.4034 (0.6415)	Accuracy 89.844 (78.551)
Test: [20/24]	Loss 0.6833 (0.6754)	Accuracy 78.906 (77.418)
 * Accuracy 77.282
Epoch: [75][ 0/96]	Loss 0.8171 (0.8171)	Accuracy 68.750 (68.750)
Epoch: [75][10/96]	Loss 0.8633 (0.8889)	Accuracy 71.875 (68.750)
Epoch: [75][20/96]	Loss 0.7754 (0.8744)	Accuracy 71.875 (70.201)
Epoch: [75][30/96]	Loss 0.8677 (0.8663)	Accuracy 74.219 (70.590)
Epoch: [75][40/96]	Loss 0.7839 (0.8698)	Accuracy 73.438 (70.808)
Epoch: [75][50/96]	Loss 0.8069 (0.8628)	Accuracy 73.438 (71.232)
Epoch: [75][60/96]	Loss 0.8054 (0.8652)	Accuracy 75.000 (71.132)
Epoch: [75][70/96]	Loss 0.9587 (0.8717)	Accuracy 63.281 (70.929)
Epoch: [75][80/96]	Loss 0.9031 (0.8743)	Accuracy 69.531 (70.824)
Epoch: [75][90/96]	Loss 0.9568 (0.8776)	Accuracy 65.625 (70.690)
Test: [ 0/24]	Loss 0.7517 (0.7517)	Accuracy 75.000 (75.000)
Test: [10/24]	Loss 0.4020 (0.6402)	Accuracy 89.844 (78.764)
Test: [20/24]	Loss 0.6900 (0.6733)	Accuracy 77.344 (77.567)
 * Accuracy 77.347
Epoch: [76][ 0/96]	Loss 0.8683 (0.8683)	Accuracy 70.312 (70.312)
Epoch: [76][10/96]	Loss 0.9804 (0.9204)	Accuracy 63.281 (68.182)
Epoch: [76][20/96]	Loss 0.7448 (0.9002)	Accuracy 79.688 (68.936)
Epoch: [76][30/96]	Loss 0.8865 (0.8926)	Accuracy 69.531 (69.204)
Epoch: [76][40/96]	Loss 0.8960 (0.9015)	Accuracy 69.531 (68.826)
Epoch: [76][50/96]	Loss 0.8681 (0.8954)	Accuracy 70.312 (69.225)
Epoch: [76][60/96]	Loss 0.8094 (0.8921)	Accuracy 72.656 (69.378)
Epoch: [76][70/96]	Loss 0.8481 (0.8842)	Accuracy 71.875 (69.839)
Epoch: [76][80/96]	Loss 0.8110 (0.8783)	Accuracy 74.219 (69.965)
Epoch: [76][90/96]	Loss 0.9659 (0.8735)	Accuracy 64.062 (70.124)
Test: [ 0/24]	Loss 0.7779 (0.7779)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.3962 (0.6424)	Accuracy 89.844 (78.977)
Test: [20/24]	Loss 0.6878 (0.6741)	Accuracy 78.906 (77.790)
 * Accuracy 77.510
Epoch: [77][ 0/96]	Loss 0.8551 (0.8551)	Accuracy 74.219 (74.219)
Epoch: [77][10/96]	Loss 0.9280 (0.8927)	Accuracy 70.312 (69.744)
Epoch: [77][20/96]	Loss 0.8655 (0.8886)	Accuracy 73.438 (69.829)
Epoch: [77][30/96]	Loss 0.8374 (0.8964)	Accuracy 71.094 (69.128)
Epoch: [77][40/96]	Loss 0.8317 (0.8893)	Accuracy 72.656 (69.703)
Epoch: [77][50/96]	Loss 0.8893 (0.8861)	Accuracy 68.750 (69.868)
Epoch: [77][60/96]	Loss 0.8123 (0.8838)	Accuracy 71.094 (69.839)
Epoch: [77][70/96]	Loss 0.8603 (0.8778)	Accuracy 74.219 (70.026)
Epoch: [77][80/96]	Loss 0.7426 (0.8782)	Accuracy 74.219 (70.023)
Epoch: [77][90/96]	Loss 0.8960 (0.8762)	Accuracy 71.094 (70.158)
Test: [ 0/24]	Loss 0.7744 (0.7744)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.4001 (0.6444)	Accuracy 89.844 (78.551)
Test: [20/24]	Loss 0.6579 (0.6771)	Accuracy 79.688 (77.269)
 * Accuracy 77.184
Epoch: [78][ 0/96]	Loss 0.7702 (0.7702)	Accuracy 78.125 (78.125)
Epoch: [78][10/96]	Loss 0.7921 (0.8782)	Accuracy 71.094 (70.099)
Epoch: [78][20/96]	Loss 0.8124 (0.8728)	Accuracy 77.344 (70.312)
Epoch: [78][30/96]	Loss 0.8243 (0.8827)	Accuracy 71.875 (70.287)
Epoch: [78][40/96]	Loss 0.8701 (0.8824)	Accuracy 71.875 (70.122)
Epoch: [78][50/96]	Loss 0.9465 (0.8849)	Accuracy 65.625 (69.684)
Epoch: [78][60/96]	Loss 0.8070 (0.8779)	Accuracy 71.875 (70.005)
Epoch: [78][70/96]	Loss 0.7913 (0.8787)	Accuracy 74.219 (69.894)
Epoch: [78][80/96]	Loss 0.9487 (0.8771)	Accuracy 72.656 (70.014)
Epoch: [78][90/96]	Loss 0.7660 (0.8738)	Accuracy 72.656 (70.124)
Test: [ 0/24]	Loss 0.7838 (0.7838)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.4073 (0.6499)	Accuracy 90.625 (78.338)
Test: [20/24]	Loss 0.6618 (0.6796)	Accuracy 79.688 (77.269)
 * Accuracy 77.216
Epoch: [79][ 0/96]	Loss 0.8437 (0.8437)	Accuracy 67.969 (67.969)
Epoch: [79][10/96]	Loss 0.8602 (0.8680)	Accuracy 71.094 (70.312)
Epoch: [79][20/96]	Loss 0.8316 (0.8740)	Accuracy 75.000 (70.536)
Epoch: [79][30/96]	Loss 0.9205 (0.8619)	Accuracy 71.094 (71.144)
Epoch: [79][40/96]	Loss 0.9827 (0.8763)	Accuracy 64.062 (70.503)
Epoch: [79][50/96]	Loss 0.8997 (0.8787)	Accuracy 67.969 (70.267)
Epoch: [79][60/96]	Loss 0.9206 (0.8839)	Accuracy 64.844 (70.082)
Epoch: [79][70/96]	Loss 0.8840 (0.8809)	Accuracy 67.969 (70.059)
Epoch: [79][80/96]	Loss 0.9859 (0.8774)	Accuracy 64.062 (70.187)
Epoch: [79][90/96]	Loss 0.8451 (0.8772)	Accuracy 74.219 (70.355)
Test: [ 0/24]	Loss 0.7400 (0.7400)	Accuracy 75.781 (75.781)
Test: [10/24]	Loss 0.4045 (0.6374)	Accuracy 90.625 (79.119)
Test: [20/24]	Loss 0.6855 (0.6747)	Accuracy 78.906 (77.827)
 * Accuracy 77.608
Epoch: [80][ 0/96]	Loss 0.9638 (0.9638)	Accuracy 66.406 (66.406)
Epoch: [80][10/96]	Loss 0.8742 (0.8679)	Accuracy 69.531 (70.028)
Epoch: [80][20/96]	Loss 0.9560 (0.8903)	Accuracy 71.875 (69.382)
Epoch: [80][30/96]	Loss 0.7840 (0.8844)	Accuracy 75.000 (69.607)
Epoch: [80][40/96]	Loss 0.8360 (0.8791)	Accuracy 69.531 (69.703)
Epoch: [80][50/96]	Loss 0.7270 (0.8749)	Accuracy 77.344 (69.945)
Epoch: [80][60/96]	Loss 0.8278 (0.8726)	Accuracy 71.875 (70.108)
Epoch: [80][70/96]	Loss 0.8223 (0.8743)	Accuracy 71.875 (70.114)
Epoch: [80][80/96]	Loss 0.7907 (0.8725)	Accuracy 67.969 (70.052)
Epoch: [80][90/96]	Loss 0.8794 (0.8764)	Accuracy 70.312 (70.072)
Test: [ 0/24]	Loss 0.7732 (0.7732)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.4021 (0.6450)	Accuracy 89.844 (78.196)
Test: [20/24]	Loss 0.6744 (0.6758)	Accuracy 79.688 (77.269)
 * Accuracy 77.184
Epoch: [81][ 0/96]	Loss 0.7677 (0.7677)	Accuracy 73.438 (73.438)
Epoch: [81][10/96]	Loss 0.7695 (0.8582)	Accuracy 76.562 (70.881)
Epoch: [81][20/96]	Loss 0.8647 (0.8606)	Accuracy 73.438 (71.243)
Epoch: [81][30/96]	Loss 0.7114 (0.8635)	Accuracy 78.906 (71.169)
Epoch: [81][40/96]	Loss 0.9669 (0.8624)	Accuracy 68.750 (71.132)
Epoch: [81][50/96]	Loss 0.9358 (0.8645)	Accuracy 71.094 (71.216)
Epoch: [81][60/96]	Loss 0.8681 (0.8698)	Accuracy 67.188 (70.748)
Epoch: [81][70/96]	Loss 0.9847 (0.8739)	Accuracy 66.406 (70.621)
Epoch: [81][80/96]	Loss 0.8854 (0.8706)	Accuracy 68.750 (70.959)
Epoch: [81][90/96]	Loss 0.7845 (0.8685)	Accuracy 70.312 (71.008)
Test: [ 0/24]	Loss 0.7936 (0.7936)	Accuracy 71.094 (71.094)
Test: [10/24]	Loss 0.3993 (0.6481)	Accuracy 90.625 (78.267)
Test: [20/24]	Loss 0.6618 (0.6781)	Accuracy 78.906 (77.195)
 * Accuracy 77.151
Epoch: [82][ 0/96]	Loss 0.8804 (0.8804)	Accuracy 67.969 (67.969)
Epoch: [82][10/96]	Loss 0.8198 (0.8677)	Accuracy 66.406 (70.526)
Epoch: [82][20/96]	Loss 0.9375 (0.8715)	Accuracy 67.188 (70.573)
Epoch: [82][30/96]	Loss 0.8501 (0.8847)	Accuracy 72.656 (70.287)
Epoch: [82][40/96]	Loss 0.8655 (0.8798)	Accuracy 71.094 (70.332)
Epoch: [82][50/96]	Loss 0.8048 (0.8805)	Accuracy 76.562 (70.466)
Epoch: [82][60/96]	Loss 0.9804 (0.8849)	Accuracy 63.281 (70.159)
Epoch: [82][70/96]	Loss 1.0166 (0.8861)	Accuracy 67.188 (69.850)
Epoch: [82][80/96]	Loss 0.7893 (0.8832)	Accuracy 75.000 (69.975)
Epoch: [82][90/96]	Loss 0.7256 (0.8836)	Accuracy 77.344 (69.978)
Test: [ 0/24]	Loss 0.7782 (0.7782)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.4081 (0.6460)	Accuracy 89.844 (78.267)
Test: [20/24]	Loss 0.6742 (0.6741)	Accuracy 78.125 (77.344)
 * Accuracy 77.151
Epoch: [83][ 0/96]	Loss 0.9140 (0.9140)	Accuracy 68.750 (68.750)
Epoch: [83][10/96]	Loss 0.9566 (0.8682)	Accuracy 70.312 (70.028)
Epoch: [83][20/96]	Loss 0.9933 (0.9037)	Accuracy 63.281 (68.973)
Epoch: [83][30/96]	Loss 0.8827 (0.8916)	Accuracy 70.312 (69.405)
Epoch: [83][40/96]	Loss 0.7615 (0.8850)	Accuracy 73.438 (70.084)
Epoch: [83][50/96]	Loss 0.9277 (0.8879)	Accuracy 66.406 (70.021)
Epoch: [83][60/96]	Loss 0.8732 (0.8792)	Accuracy 67.969 (70.223)
Epoch: [83][70/96]	Loss 0.8812 (0.8836)	Accuracy 71.875 (69.872)
Epoch: [83][80/96]	Loss 0.9479 (0.8832)	Accuracy 71.094 (69.811)
Epoch: [83][90/96]	Loss 0.8347 (0.8818)	Accuracy 77.344 (69.952)
Test: [ 0/24]	Loss 0.7669 (0.7669)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.3840 (0.6370)	Accuracy 90.625 (78.906)
Test: [20/24]	Loss 0.6801 (0.6717)	Accuracy 78.906 (77.530)
 * Accuracy 77.249
Epoch: [84][ 0/96]	Loss 0.8401 (0.8401)	Accuracy 72.656 (72.656)
Epoch: [84][10/96]	Loss 0.8349 (0.8340)	Accuracy 72.656 (72.585)
Epoch: [84][20/96]	Loss 0.7334 (0.8400)	Accuracy 75.781 (71.503)
Epoch: [84][30/96]	Loss 1.0603 (0.8507)	Accuracy 63.281 (70.817)
Epoch: [84][40/96]	Loss 0.9716 (0.8528)	Accuracy 66.406 (70.979)
Epoch: [84][50/96]	Loss 0.8232 (0.8558)	Accuracy 72.656 (71.124)
Epoch: [84][60/96]	Loss 0.8990 (0.8637)	Accuracy 68.750 (70.684)
Epoch: [84][70/96]	Loss 0.8651 (0.8695)	Accuracy 70.312 (70.500)
Epoch: [84][80/96]	Loss 0.8779 (0.8704)	Accuracy 71.875 (70.505)
Epoch: [84][90/96]	Loss 1.0273 (0.8744)	Accuracy 64.062 (70.416)
Test: [ 0/24]	Loss 0.7835 (0.7835)	Accuracy 71.094 (71.094)
Test: [10/24]	Loss 0.3946 (0.6443)	Accuracy 90.625 (78.551)
Test: [20/24]	Loss 0.6613 (0.6773)	Accuracy 79.688 (77.344)
 * Accuracy 77.282
Epoch: [85][ 0/96]	Loss 0.7475 (0.7475)	Accuracy 76.562 (76.562)
Epoch: [85][10/96]	Loss 0.8576 (0.8365)	Accuracy 67.188 (71.094)
Epoch: [85][20/96]	Loss 0.7164 (0.8350)	Accuracy 75.781 (71.540)
Epoch: [85][30/96]	Loss 1.0511 (0.8528)	Accuracy 71.094 (71.396)
Epoch: [85][40/96]	Loss 0.8262 (0.8632)	Accuracy 71.875 (70.922)
Epoch: [85][50/96]	Loss 0.8670 (0.8664)	Accuracy 72.656 (70.650)
Epoch: [85][60/96]	Loss 0.8958 (0.8743)	Accuracy 69.531 (70.210)
Epoch: [85][70/96]	Loss 1.0049 (0.8798)	Accuracy 66.406 (70.169)
Epoch: [85][80/96]	Loss 0.8229 (0.8801)	Accuracy 68.750 (70.168)
Epoch: [85][90/96]	Loss 0.8144 (0.8792)	Accuracy 71.875 (70.064)
Test: [ 0/24]	Loss 0.7958 (0.7958)	Accuracy 70.312 (70.312)
Test: [10/24]	Loss 0.3983 (0.6441)	Accuracy 89.844 (78.338)
Test: [20/24]	Loss 0.6874 (0.6740)	Accuracy 78.125 (77.493)
 * Accuracy 77.184
Epoch: [86][ 0/96]	Loss 0.7934 (0.7934)	Accuracy 71.094 (71.094)
Epoch: [86][10/96]	Loss 0.7863 (0.8536)	Accuracy 72.656 (70.526)
Epoch: [86][20/96]	Loss 0.9421 (0.8776)	Accuracy 68.750 (69.717)
Epoch: [86][30/96]	Loss 0.8313 (0.8721)	Accuracy 74.219 (69.708)
Epoch: [86][40/96]	Loss 0.7834 (0.8741)	Accuracy 73.438 (69.722)
Epoch: [86][50/96]	Loss 0.7111 (0.8662)	Accuracy 78.125 (69.868)
Epoch: [86][60/96]	Loss 0.7531 (0.8750)	Accuracy 76.562 (69.659)
Epoch: [86][70/96]	Loss 0.9077 (0.8750)	Accuracy 69.531 (69.795)
Epoch: [86][80/96]	Loss 0.8560 (0.8767)	Accuracy 71.094 (69.821)
Epoch: [86][90/96]	Loss 0.9389 (0.8749)	Accuracy 66.406 (70.029)
Test: [ 0/24]	Loss 0.7496 (0.7496)	Accuracy 75.000 (75.000)
Test: [10/24]	Loss 0.4144 (0.6449)	Accuracy 89.844 (78.480)
Test: [20/24]	Loss 0.6690 (0.6776)	Accuracy 78.906 (77.381)
 * Accuracy 77.282
Epoch: [87][ 0/96]	Loss 0.9514 (0.9514)	Accuracy 66.406 (66.406)
Epoch: [87][10/96]	Loss 0.9496 (0.8819)	Accuracy 64.844 (69.105)
Epoch: [87][20/96]	Loss 0.9131 (0.8734)	Accuracy 68.750 (69.829)
Epoch: [87][30/96]	Loss 0.9465 (0.8731)	Accuracy 64.844 (69.985)
Epoch: [87][40/96]	Loss 0.8212 (0.8721)	Accuracy 75.000 (70.465)
Epoch: [87][50/96]	Loss 0.7597 (0.8769)	Accuracy 74.219 (70.374)
Epoch: [87][60/96]	Loss 0.9599 (0.8794)	Accuracy 65.625 (70.133)
Epoch: [87][70/96]	Loss 0.8548 (0.8818)	Accuracy 69.531 (69.905)
Epoch: [87][80/96]	Loss 0.9189 (0.8841)	Accuracy 66.406 (69.811)
Epoch: [87][90/96]	Loss 0.7375 (0.8751)	Accuracy 78.125 (70.261)
Test: [ 0/24]	Loss 0.7762 (0.7762)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.3878 (0.6378)	Accuracy 91.406 (79.119)
Test: [20/24]	Loss 0.6812 (0.6735)	Accuracy 78.906 (77.641)
 * Accuracy 77.412
Epoch: [88][ 0/96]	Loss 0.6700 (0.6700)	Accuracy 83.594 (83.594)
Epoch: [88][10/96]	Loss 0.8758 (0.8524)	Accuracy 71.094 (71.946)
Epoch: [88][20/96]	Loss 0.9726 (0.8655)	Accuracy 65.625 (71.131)
Epoch: [88][30/96]	Loss 0.7972 (0.8596)	Accuracy 75.000 (70.917)
Epoch: [88][40/96]	Loss 0.8314 (0.8588)	Accuracy 71.094 (70.675)
Epoch: [88][50/96]	Loss 0.8936 (0.8694)	Accuracy 71.094 (70.267)
Epoch: [88][60/96]	Loss 0.8008 (0.8725)	Accuracy 77.344 (70.261)
Epoch: [88][70/96]	Loss 0.9721 (0.8714)	Accuracy 67.969 (70.401)
Epoch: [88][80/96]	Loss 0.8490 (0.8679)	Accuracy 72.656 (70.438)
Epoch: [88][90/96]	Loss 0.8785 (0.8672)	Accuracy 66.406 (70.510)
Test: [ 0/24]	Loss 0.7257 (0.7257)	Accuracy 76.562 (76.562)
Test: [10/24]	Loss 0.4196 (0.6453)	Accuracy 89.844 (78.338)
Test: [20/24]	Loss 0.6735 (0.6786)	Accuracy 78.906 (77.269)
 * Accuracy 77.184
Epoch: [89][ 0/96]	Loss 0.8079 (0.8079)	Accuracy 72.656 (72.656)
Epoch: [89][10/96]	Loss 0.9334 (0.8803)	Accuracy 69.531 (69.886)
Epoch: [89][20/96]	Loss 0.9418 (0.8757)	Accuracy 65.625 (69.903)
Epoch: [89][30/96]	Loss 0.8844 (0.8847)	Accuracy 66.406 (69.632)
Epoch: [89][40/96]	Loss 0.8097 (0.8792)	Accuracy 67.188 (69.741)
Epoch: [89][50/96]	Loss 0.9071 (0.8857)	Accuracy 71.875 (69.593)
Epoch: [89][60/96]	Loss 0.8850 (0.8841)	Accuracy 71.094 (69.775)
Epoch: [89][70/96]	Loss 0.8210 (0.8817)	Accuracy 71.094 (69.850)
Epoch: [89][80/96]	Loss 0.9002 (0.8813)	Accuracy 67.969 (69.975)
Epoch: [89][90/96]	Loss 0.8089 (0.8749)	Accuracy 73.438 (70.295)
Test: [ 0/24]	Loss 0.7513 (0.7513)	Accuracy 75.000 (75.000)
Test: [10/24]	Loss 0.4164 (0.6469)	Accuracy 89.844 (78.409)
Test: [20/24]	Loss 0.6758 (0.6776)	Accuracy 77.344 (77.269)
 * Accuracy 77.184
Epoch: [90][ 0/96]	Loss 1.0181 (1.0181)	Accuracy 61.719 (61.719)
Epoch: [90][10/96]	Loss 0.8129 (0.8612)	Accuracy 71.094 (69.673)
Epoch: [90][20/96]	Loss 0.9727 (0.8775)	Accuracy 62.500 (69.457)
Epoch: [90][30/96]	Loss 0.8797 (0.8707)	Accuracy 72.656 (70.338)
Epoch: [90][40/96]	Loss 0.9572 (0.8715)	Accuracy 67.188 (70.427)
Epoch: [90][50/96]	Loss 0.9043 (0.8791)	Accuracy 71.094 (70.328)
Epoch: [90][60/96]	Loss 0.9332 (0.8802)	Accuracy 68.750 (70.159)
Epoch: [90][70/96]	Loss 0.7680 (0.8804)	Accuracy 75.000 (70.081)
Epoch: [90][80/96]	Loss 1.0190 (0.8830)	Accuracy 66.406 (69.917)
Epoch: [90][90/96]	Loss 0.9928 (0.8817)	Accuracy 63.281 (69.995)
Test: [ 0/24]	Loss 0.7750 (0.7750)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.4172 (0.6530)	Accuracy 89.844 (77.983)
Test: [20/24]	Loss 0.6690 (0.6784)	Accuracy 78.906 (77.158)
 * Accuracy 77.119
Epoch: [91][ 0/96]	Loss 0.8418 (0.8418)	Accuracy 69.531 (69.531)
Epoch: [91][10/96]	Loss 0.9413 (0.9254)	Accuracy 67.188 (66.761)
Epoch: [91][20/96]	Loss 0.9169 (0.9093)	Accuracy 67.969 (68.378)
Epoch: [91][30/96]	Loss 0.8335 (0.8918)	Accuracy 70.312 (69.078)
Epoch: [91][40/96]	Loss 0.9412 (0.8860)	Accuracy 67.969 (69.607)
Epoch: [91][50/96]	Loss 0.9050 (0.8867)	Accuracy 70.312 (69.792)
Epoch: [91][60/96]	Loss 0.8097 (0.8875)	Accuracy 75.000 (69.864)
Epoch: [91][70/96]	Loss 0.9490 (0.8785)	Accuracy 68.750 (70.412)
Epoch: [91][80/96]	Loss 0.7898 (0.8784)	Accuracy 73.438 (70.361)
Epoch: [91][90/96]	Loss 0.7742 (0.8778)	Accuracy 75.000 (70.433)
Test: [ 0/24]	Loss 0.7522 (0.7522)	Accuracy 72.656 (72.656)
Test: [10/24]	Loss 0.4142 (0.6451)	Accuracy 89.844 (78.409)
Test: [20/24]	Loss 0.6530 (0.6785)	Accuracy 79.688 (77.307)
 * Accuracy 77.249
Epoch: [92][ 0/96]	Loss 0.7604 (0.7604)	Accuracy 75.781 (75.781)
Epoch: [92][10/96]	Loss 0.9861 (0.8626)	Accuracy 65.625 (69.531)
Epoch: [92][20/96]	Loss 0.8904 (0.8598)	Accuracy 70.312 (70.424)
Epoch: [92][30/96]	Loss 0.8981 (0.8548)	Accuracy 71.875 (71.018)
Epoch: [92][40/96]	Loss 0.9250 (0.8673)	Accuracy 67.969 (70.408)
Epoch: [92][50/96]	Loss 1.0111 (0.8847)	Accuracy 70.312 (69.730)
Epoch: [92][60/96]	Loss 0.8528 (0.8826)	Accuracy 71.094 (69.698)
Epoch: [92][70/96]	Loss 0.9021 (0.8844)	Accuracy 71.875 (69.784)
Epoch: [92][80/96]	Loss 0.8782 (0.8807)	Accuracy 71.875 (69.927)
Epoch: [92][90/96]	Loss 1.0721 (0.8790)	Accuracy 60.156 (70.021)
Test: [ 0/24]	Loss 0.7712 (0.7712)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.4065 (0.6449)	Accuracy 89.844 (78.054)
Test: [20/24]	Loss 0.6772 (0.6747)	Accuracy 78.906 (77.381)
 * Accuracy 77.151
Epoch: [93][ 0/96]	Loss 0.7748 (0.7748)	Accuracy 76.562 (76.562)
Epoch: [93][10/96]	Loss 0.8158 (0.9131)	Accuracy 72.656 (68.821)
Epoch: [93][20/96]	Loss 0.7481 (0.8904)	Accuracy 74.219 (69.940)
Epoch: [93][30/96]	Loss 0.8298 (0.8787)	Accuracy 67.969 (70.262)
Epoch: [93][40/96]	Loss 0.9418 (0.8721)	Accuracy 69.531 (70.598)
Epoch: [93][50/96]	Loss 0.8791 (0.8732)	Accuracy 67.969 (70.512)
Epoch: [93][60/96]	Loss 0.7835 (0.8707)	Accuracy 75.000 (70.530)
Epoch: [93][70/96]	Loss 0.8635 (0.8746)	Accuracy 69.531 (70.368)
Epoch: [93][80/96]	Loss 0.8010 (0.8797)	Accuracy 73.438 (70.158)
Epoch: [93][90/96]	Loss 0.9803 (0.8767)	Accuracy 74.219 (70.390)
Test: [ 0/24]	Loss 0.7606 (0.7606)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.3999 (0.6425)	Accuracy 90.625 (78.693)
Test: [20/24]	Loss 0.6819 (0.6757)	Accuracy 78.906 (77.493)
 * Accuracy 77.347
Epoch: [94][ 0/96]	Loss 0.7599 (0.7599)	Accuracy 78.125 (78.125)
Epoch: [94][10/96]	Loss 0.8617 (0.9033)	Accuracy 68.750 (68.963)
Epoch: [94][20/96]	Loss 0.9347 (0.8961)	Accuracy 70.312 (69.271)
Epoch: [94][30/96]	Loss 0.9100 (0.8735)	Accuracy 66.406 (69.960)
Epoch: [94][40/96]	Loss 0.7809 (0.8765)	Accuracy 75.000 (70.027)
Epoch: [94][50/96]	Loss 0.9086 (0.8760)	Accuracy 67.188 (69.960)
Epoch: [94][60/96]	Loss 0.8500 (0.8756)	Accuracy 71.094 (70.082)
