name,format
triumphant,"triumphant,triumphants,triumphing,triumphed,triumphs,triumphancy,triumphantly,triumph"
trivial,"trivial,trivially,trivialness,triviality"
trivialized,"trivialized,trivialize,trivialization,trivializing,trivializations,trivializes"
troubled,"troubleds,troubling,troubled,troubles,troubledly,trouble,troubledness"
true,"truer,truest,true"
trusting,"trust,trustingness,trusted,trustings,trusting,trusts,truster"
trustworthy,"trust,trustworthy,trusted,untrustworthy,trusting,trustworthiness,trusts"
turbulent,"turbulent,turbulences,turbulence,turbulently"
turned away,"turned away,turns away,turning away,turn away"
turned down,"turned down,turning down,turns down,turn down"
turned off,"turn offs,turns off,turned off,turn offness,turning off,turn off"
unacknowledged,"unacknowledges,unacknowledgement,unacknowledgedness,unacknowledging,unacknowledge,unacknowledgment,unacknowledgedly,unacknowledgeds,unacknowledged"
unappreciated,"unappreciates,unappreciating,unappreciativeness,unappreciate,unappreciated,unappreciation,unappreciateds,unappreciatively"
unbound,"unbounds,unbound,unbinds,unbounding,unbind,unbounded,unboundeds,unboundedness,unbinding,unboundedly"
unburdened,"unburdeneds,unburdened,unburdening,unburden,unburdens"
uncentered,"uncentereds,uncentering,uncenteredness,uncenter,uncenters,uncentered"
uncertain,"uncertained,uncertainly,uncertainty,uncertains,uncertaining,uncertain,uncertainties"
unclear,"unclears,unclearness,unclearly,unclearing,unclear,uncleared"
uncomfortable,"uncomfortableness,uncomfortable,uncomfortably"
unconcentrated,"unconcentratedly,unconcentrate,unconcentrating,unconcentration,unconcentrates,unconcentrated,unconcentratedness"
unconcerned,"unconcerns,unconcerning,unconcern,unconcerned,unconcernedly,unconcerneds"
unconfident,"unconfidents,unconfident,unconfidentness,unconfidently"
unconfined,"unconfinedly,unconfining,unconfinedness,unconfine,unconfined,unconfineds,unconfines"
uncontrollable,"uncontrollably,uncontrollable,uncontrolled,uncontrolling,uncontroller,uncontrollables,uncontrollers,uncontrol,uncontrols"
uncontrolled,"uncontrollably,uncontrollable,uncontrollability,uncontrolled,uncontrolleds,uncontrolling,uncontrol,uncontrols"
unconventional,"unconventionality,unconventionalities,unconventional,unconventionally"
uncovered,"uncovering,uncovered,uncover,uncovereds,uncovers,uncoveredly,uncoveredness"
underappreciated,"underappreciativeness,underappreciates,underappreciate,underappreciating,underappreciation,underappreciatively,underappreciateds,underappreciated"
underestimated,"underestimate,underestimation,underestimating,underestimates,underestimated"
undervalued,"undervaluing,undervalue,undervaluation,undervalued,undervalues"
undesirable,"undesirability,undesirably,undesirables,undesirable"
undone,"undoing,undones,undone,undo,undid,undoes,undoings"
uneasy,"uneased,uneases,uneasing,uneasily,uneasy,uneasiest,uneasiness,uneasys,uneasier,unease"
unfavorable,"unfavorably,unfavored,unfavor,unfavoring,unfavors,unfavorables,unfavorable"
unfeeling,"unfeel,unfeels,unfeelingness,unfeeling,unfeelingly"
unfocused,"unfocuses,unfocusing,unfocussing,unfocuseds,unfocus,unfocusedly,unfocusses,unfocuss,unfocusedness,unfocussed,unfocused"
unfriendly,"unfriend,unfriendliness,unfriendlier,unfriended,unfriendliest,unfriendly,unfriending,unfriendlinesses,unfriendlies,unfriends"
unguarded,"unguarding,unguards,unguarded,unguardedness,unguardedly,unguard"
unhappy,"unhappier,unhappiest,unhappily,unhappiness,unhappy"
unharmed,"unharmeds,unharming,unharmful,unharm,unharms,unharmed,unharmedness,unharmedly"
unheard,"unhear,unheardness,unheards,unheard,unhears,unhearing,unheardly"
unimportant,"unimportantly,unimportant,unimportants"
uninspired,"uninspireds,uninspires,uninspiredness,uninspiring,inspire,inspiration,inspires,inspiring,inspired,uninspiredly,uninspired"
unintelligent,"unintelligenting,unintelligented,unintelligentfuls,unintelligent,unintelligents,unintelligentful,unintelligentness,unintelligently"
uninterested,"uninterest,uninterested,uninterestingly,uninterests,uninteresting"
unmanageable,"unmanageably,unmanaged,unmanageability,unmanage,unmanageables,unmanages,unmanaging,unmanageable,unmanageableness"
unmotivated,"unmotivateds,unmotivation,unmotivate,unmotivatedness,unmotivatedly,unmotivates,unmotivated,unmotivating"
unnoticed,"unnoticedly,unnoticing,unnotices,unnoticeds,unnoticed,unnoticeableness,unnoticeably,unnoticeable,unnotice"
unoccupied,"unoccupieds,unoccupies,unoccupy,unoccupied,unoccupiedness,unoccupation,unoccupying,unoccupiedly"
unpleasant,"unpleasants,unpleasantly,unpleasant,unpleasantness"
unprotected,"unprotectively,unprotecting,unprotects,unprotected,unprotection,unprotectedness,unprotecteds,unprotect"
unremembered,"unremembers,unremembereds,unremember,unremembering,unremembered"
unreserved,"unreserveds,unreservedly,unreserving,unreserved,unreserves,unreserve,unreservation,unreservedness"
unresponsive,"unresponsiveness,unresponsive,unresponsively"
unrestrained,"unrestrainedness,unrestraining,unrestrains,unrestrain,unrestraint,unrestrainedly,unrestrained"
unrestricted,"unrestricts,unrestriction,unrestrictedness,unrestricting,unrestrict,unrestrictedly,unrestricteds,unrestricted"
unruly,"unruly,unruliness"
unsafe,"unsafeness,unsafe,unsafely"
unsatisfactory,"unsatisfactory,unsatisfactorily,unsatisfactoriness"
unsatisfied,"unsatisfieds,unsatisfyingly,unsatisfaction,unsatisfies,unsatisfying,unsatisfy,unsatisfied"
unsettled,"unsettledness,unsettleds,unsettles,unsettled,unsettle,unsettling"
unstable,"unstability,unstable,unstabilized,unstables,unstabilize,unstabilise,unstabilizing,unstabling,unstabilised,unstabilities,unstabilising,unstabled,unstabilizes"
unsupportive,"unsupportively,unsupportive,unsupportives,unsupportiveness"
unsure,"unsurely,unsures,unsureness,unsured,unsuring,unsure"
untroubled,"untroubledness,untroubling,untrouble,untroubledly,untroubles,untroubleds,untroubled"
unusual,"unusually,unusualness,unusual"
unveiled,"unveiling,unveiledly,unveil,unveils,unveiled,unveiledness,unveileds"
unwise,"unwisely,unwise,unwiseness,unwiser"
unwound,"unwound,unwind,unwinding,unwinds"
upbeat,"upbeatness,upbeat,upbeated,upbeating,upbeats"
uplifted,"uplifted,uplifteds,uplift,upliftedly,uplifting,upliftedness,upliftment,uplifts"
upset,"upsets,upsetted,upsetters,upsettedness,upset,upsetter,upsettedly,upsetting"
useful,"usefully,usefuls,used,using,useful,use,uses,usefulness"
useless,"useless,used,using,uselessness,uselessly,use,uses"
vacant,"vacant,vacantly,vacancy"
vague,"vaguenesses,vaguer,vaguely,vaguest,vagueness,vague"
valiant,"valiances,valiancy,valiance,valiant,valiantly,valiants"
validated,"validated,validation,validate,validating,validates,validateds,validately,validatedness"
valuable,"valuing,valued,valuably,valuables,values,valuableness,valuable,value,valuations,valuation"
valued,"valueds,valuing,valued,valueful,values,valuefully,value,valuefulness"
valueless,"valuing,valued,values,valuelesses,valueless,value,valuelessness,valuelessly"
vanished,"vanishers,vanisheds,vanishingly,vanishing,vanishable,vanisher,vanishment,vanishes,vanished,vanish"
vexed,"vexed,vexing,vexation,vexedness,vexes,vex"
vibrant,"vibrancy,vibrant,vibrants,vibrantly"
victimised,"victimising,victimiseds,victimization,victimisation,victimisedly,victimizes,victimises,victimize,victimise,victimized,victimisedness,victimizing,victimised"
victimized,"victimising,victimizeds,victimization,victimizes,victimizers,victimises,victimizer,victimizing,victimized,victimise,victimize,victimizations,victimised"
victorious,"victor,victors,victorious,victoriously,victories,victoriousness"
vigilant,"vigilantly,vigilance,vigilant"
vigorous,"vigorously,vigorous,vigorousness"
vile,"viles,vileness,viling,viled,viler,vilely,vilest,vile"
violated,"violated,violate,violating,violatedness,violation,violates,violatedly,violators"
violent,"violent,violently,violence"
virtuoso,"virtuoso,virtuosos,virtuosi,virtuosas"
vital,"vitalizes,vitalises,vitalized,vitals,vitaling,vitalizing,vitalising,vitalness,vitalise,vital,vitalnesses,vitalize,vitalled,vitalised,vitality"
vivid,"vivids,vividly,vivid,vividness"
void,"voiding,voidly,voidness,void,voided,voids"
voluptuous,"voluptuously,voluptuousness,voluptuous"
vulnerable,"vulnerable,vulnerability,vulnerablenesses,vulnerably,vulnerabilities,vulnerableness"
warm,"warmest,warms,warmth,warmly,warm,warmer,warming,warmness,warmers,warmed"
wary,"wariness,wary,wariest,warily,warier"
wavering,"wavered,wavering,waver,waveringly,wavers"
weak,"weaknesses,weak,weaker,weakness,weakly,weakest"
weary,"weary,wearying,wearily,wearies,wearied,weariness"
weighty,"weight,weightily,weightier,weightiness,weightiest,weighty,weighting,weightys,weights,weighted"
welcomed,"welcomer,welcomed,welcomely,welcomeds,welcomeness,welcoming,welcome,welcomes"
whimsical,"whimsicalness,whimsy,whimsicality,whimsies,whimsically,whimsical"
wild,"wild,wilder,wildness,wilding,wilds,wildest,wildly,wilded"
wistful,"wists,wistfuls,wist,wisted,wistfully,wistfulness,wisting,wistful"
withdrawal,"withdrawing,withdrawal,withdraw,withdrew,withdrawals,withdrawn,withdraws"
withdrawn,"withdrawing,withdrawal,withdraw,withdrew,withdrawn,withdraws,withdrawer,withdrawers"
wonder,"wondered,wonder,wonderfulness,wonderfuls,wonders,wondering,wonderful,wonderfully"
wonderful,"wondered,wonder,wonderfulness,wonderfuls,wonders,wondering,wonderful,wonderfully"
worn out,"worn out,worn outs"
worried,"worrisomely,worries,worriers,worrying,worried,worrier,worriedly,worrisome,worrisomeness,worry"
worry,"worrisomely,worries,worriers,worrying,worried,worrier,worriedly,worrisome,worrisomeness,worry"
worthless,"worthing,worthlessness,worthless,worthlessly,worths,worth,worthlesses,worthed"
worthwhile,"worthful,worthing,worthwhileness,worthily,worths,worthwhile,worthiness,worthfully,worth,worthed"
wounded,"woundedness,wounded,wounding,wound,wounds"
wrath,"wraths,wrathing,wrathfulness,wrathed,wrathful,wrathfully,wrath"
wretched,"wretched,wretch,wretching,wretches,wretchedness"
wronged,"wrongfulness,wrongs,wrongfully,wronging,wrongful,wronged,wronger,wrong"
yielding,"yield,yields,yielders,yielded,yielding,yielder"
zealous,"zealous,zeals,zeal,zealousness,zealously"
